Service ID,Revenue (EUR),Gross Margin (EUR),Units Serviced,Service Category,Service Type,Contract Type
BST-11476,6755,1357,2,Electrical & Automation,HMI Replacement,EMI Finance
BST-14835,56194,3541,15,Mechanical Service,Frame Repair,EMI Finance
BST-15352,33905,7986,17,Electrical & Automation,Control Panel Service,Annual Contract
BST-16807,24034,10483,13,Mechanical Service,Oven Maintenance,Annual Contract
BST-12877,39513,-1424,15,Mechanical Service,Oven Maintenance,Warranty
BST-13289,45239,27899,6,Process Optimization,Yield Improvement,Spot Order
BST-12165,79674,-7225,4,Mechanical Service,Line Inspection,Warranty
BST-18837,1266,56,1,Process Optimization,OEE Consulting,Spot Order
BST-15994,60814,20786,20,Process Optimization,Scrap Reduction,Warranty
BST-18697,81337,872,13,Electrical & Automation,HMI Replacement,Framework Agreement
BST-18221,18209,-6120,4,Mechanical Service,Roll Replacement,Annual Contract
BST-14465,4014,-565,5,Process Optimization,Line Balancing,Spot Order
BST-12695,25523,-6735,15,Electrical & Automation,HMI Replacement,Spot Order
BST-14210,3359,-784,5,Electrical & Automation,Drive Tuning,Warranty
BST-17894,3072,1566,19,Electrical & Automation,Drive Tuning,Spot Order
BST-14835,75136,36024,13,Mechanical Service,Drive Overhaul,Annual Contract
BST-15549,13956,3913,14,Electrical & Automation,PLC Upgrade,Warranty
BST-11886,78597,29951,10,Electrical & Automation,HMI Replacement,Annual Contract
BST-17673,64214,10489,20,Electrical & Automation,Drive Tuning,Warranty
BST-11233,69746,-23084,19,Mechanical Service,Line Inspection,Framework Agreement
BST-12306,35607,19330,14,Process Optimization,OEE Consulting,Warranty
BST-13696,82118,48364,12,Mechanical Service,Oven Maintenance,Warranty
BST-16511,3227,-608,7,Process Optimization,Scrap Reduction,Warranty
BST-19131,30922,4874,19,Electrical & Automation,Drive Tuning,Framework Agreement
BST-15992,17691,9432,13,Process Optimization,Scrap Reduction,Warranty
BST-11479,62408,28068,6,Process Optimization,Yield Improvement,EMI Finance
BST-16464,11797,3740,5,Mechanical Service,Drive Overhaul,Spot Order
BST-10228,79896,11360,14,Mechanical Service,Roll Replacement,Warranty
BST-14332,27950,5780,1,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-18791,21288,-3731,17,Electrical & Automation,Control Panel Service,Annual Contract
BST-12024,56942,-13440,8,Mechanical Service,Drive Overhaul,Annual Contract
BST-17451,64248,-5922,11,Process Optimization,Line Balancing,Framework Agreement
BST-16038,35560,19427,17,Mechanical Service,Frame Repair,EMI Finance
BST-14295,7108,4098,15,Process Optimization,OEE Consulting,Warranty
BST-19577,80528,20909,4,Mechanical Service,Line Inspection,EMI Finance
BST-16242,14316,-2619,4,Mechanical Service,Frame Repair,Spot Order
BST-16086,38789,13892,17,Electrical & Automation,Sensor Calibration,Warranty
BST-11775,20723,6156,11,Process Optimization,OEE Consulting,Spot Order
BST-13830,58054,35972,1,Mechanical Service,Roll Replacement,Spot Order
BST-17724,38085,5904,3,Electrical & Automation,Control Panel Service,Framework Agreement
BST-10410,47770,13348,8,Electrical & Automation,Drive Tuning,Spot Order
BST-19198,30408,-6446,14,Process Optimization,Scrap Reduction,Warranty
BST-15374,68153,30301,12,Electrical & Automation,Drive Tuning,Annual Contract
BST-19995,1803,662,17,Electrical & Automation,Sensor Calibration,Annual Contract
BST-13626,41762,2157,6,Mechanical Service,Drive Overhaul,Warranty
BST-11035,5361,1662,5,Mechanical Service,Oven Maintenance,EMI Finance
BST-17606,39261,2720,18,Mechanical Service,Frame Repair,Framework Agreement
BST-14951,45609,-15602,9,Process Optimization,Yield Improvement,EMI Finance
BST-16689,53444,5140,7,Process Optimization,Line Balancing,EMI Finance
BST-11911,58452,20310,13,Process Optimization,Throughput Analysis,Spot Order
BST-12290,5345,1001,13,Electrical & Automation,PLC Upgrade,Spot Order
BST-10742,37714,-5139,17,Process Optimization,Throughput Analysis,EMI Finance
BST-10609,45157,18380,6,Electrical & Automation,HMI Replacement,Annual Contract
BST-14986,78160,-7136,10,Mechanical Service,Frame Repair,Warranty
BST-18071,8357,4108,9,Process Optimization,OEE Consulting,EMI Finance
BST-11902,6756,2746,4,Electrical & Automation,PLC Upgrade,Warranty
BST-11592,1183,122,8,Electrical & Automation,HMI Replacement,EMI Finance
BST-13846,78559,-9125,10,Process Optimization,Throughput Analysis,Framework Agreement
BST-18807,18846,6866,17,Process Optimization,Throughput Analysis,Spot Order
BST-12222,68192,15845,12,Mechanical Service,Drive Overhaul,Warranty
BST-16367,56296,26934,3,Mechanical Service,Roll Replacement,Annual Contract
BST-17432,17547,2215,15,Mechanical Service,Oven Maintenance,Annual Contract
BST-16078,53289,12695,17,Electrical & Automation,HMI Replacement,Warranty
BST-18850,65882,18872,15,Electrical & Automation,HMI Replacement,Warranty
BST-16866,21844,-4492,5,Process Optimization,Scrap Reduction,Warranty
BST-19622,17458,10789,17,Process Optimization,Scrap Reduction,EMI Finance
BST-12531,60194,7425,6,Mechanical Service,Roll Replacement,EMI Finance
BST-16797,79352,39859,4,Electrical & Automation,PLC Upgrade,Annual Contract
BST-11622,38457,-11910,5,Electrical & Automation,HMI Replacement,Annual Contract
BST-18017,49581,-2317,16,Electrical & Automation,Control Panel Service,Annual Contract
BST-16686,77783,5581,10,Mechanical Service,Roll Replacement,Framework Agreement
BST-14583,64567,-22463,18,Mechanical Service,Roll Replacement,Framework Agreement
BST-10536,55232,7245,10,Mechanical Service,Line Inspection,EMI Finance
BST-16070,49954,6255,20,Electrical & Automation,Control Panel Service,Spot Order
BST-13559,83922,9309,15,Mechanical Service,Frame Repair,Warranty
BST-17264,12206,5490,20,Mechanical Service,Drive Overhaul,Warranty
BST-17285,52325,-575,2,Electrical & Automation,Sensor Calibration,Warranty
BST-13868,12103,6244,1,Process Optimization,Yield Improvement,EMI Finance
BST-15942,74037,21852,18,Process Optimization,Yield Improvement,Annual Contract
BST-11627,71519,16224,2,Mechanical Service,Frame Repair,EMI Finance
BST-16018,62868,9596,1,Process Optimization,Line Balancing,Annual Contract
BST-18920,24059,14733,9,Process Optimization,Throughput Analysis,Spot Order
BST-15876,58726,-15583,18,Mechanical Service,Frame Repair,EMI Finance
BST-10992,77687,-23695,1,Electrical & Automation,Drive Tuning,Framework Agreement
BST-16523,54886,-17889,17,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-14520,12430,-2925,4,Electrical & Automation,Control Panel Service,EMI Finance
BST-13109,19378,-3242,3,Mechanical Service,Drive Overhaul,Spot Order
BST-12001,22676,-6600,11,Electrical & Automation,Drive Tuning,Spot Order
BST-17450,39562,1580,11,Mechanical Service,Line Inspection,Spot Order
BST-11501,34307,875,4,Electrical & Automation,Control Panel Service,Annual Contract
BST-13475,78750,18587,16,Mechanical Service,Roll Replacement,EMI Finance
BST-19783,15583,-1257,11,Process Optimization,Scrap Reduction,Warranty
BST-10349,9079,1218,14,Process Optimization,Scrap Reduction,Spot Order
BST-10828,73123,44859,4,Mechanical Service,Drive Overhaul,Spot Order
BST-15464,40426,8822,15,Process Optimization,Line Balancing,Annual Contract
BST-13990,27167,11760,5,Process Optimization,Throughput Analysis,Framework Agreement
BST-12063,32633,6119,14,Process Optimization,Line Balancing,EMI Finance
BST-19250,631,291,20,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-13362,571,-165,16,Process Optimization,Line Balancing,Framework Agreement
BST-11124,50327,32674,7,Process Optimization,Yield Improvement,EMI Finance
BST-19080,6461,-1218,18,Process Optimization,Yield Improvement,EMI Finance
BST-13394,12259,555,4,Mechanical Service,Drive Overhaul,Spot Order
BST-19607,37129,19614,7,Process Optimization,Throughput Analysis,EMI Finance
BST-13538,45409,12949,15,Process Optimization,Yield Improvement,Framework Agreement
BST-13817,45278,-6310,20,Mechanical Service,Drive Overhaul,Framework Agreement
BST-15383,768,198,1,Mechanical Service,Roll Replacement,Annual Contract
BST-12417,54654,11247,16,Process Optimization,Line Balancing,Warranty
BST-19764,10661,2011,15,Process Optimization,OEE Consulting,Annual Contract
BST-10046,79315,631,6,Electrical & Automation,Drive Tuning,Annual Contract
BST-14542,49059,28760,15,Mechanical Service,Oven Maintenance,Annual Contract
BST-12370,37348,12345,12,Mechanical Service,Line Inspection,Spot Order
BST-12129,82451,-3860,8,Mechanical Service,Frame Repair,Spot Order
BST-18850,5322,-368,20,Electrical & Automation,Control Panel Service,Spot Order
BST-14106,84181,3879,9,Mechanical Service,Roll Replacement,EMI Finance
BST-12858,22844,4609,19,Process Optimization,Scrap Reduction,EMI Finance
BST-11801,9066,2159,3,Process Optimization,Line Balancing,Spot Order
BST-10422,30379,16131,9,Electrical & Automation,HMI Replacement,Spot Order
BST-12159,70353,18605,18,Process Optimization,OEE Consulting,Warranty
BST-10243,84512,27305,2,Mechanical Service,Oven Maintenance,Framework Agreement
BST-15869,36418,-8313,17,Electrical & Automation,Drive Tuning,Warranty
BST-13898,68297,27934,8,Electrical & Automation,Control Panel Service,Annual Contract
BST-19647,70284,6948,1,Electrical & Automation,Drive Tuning,Warranty
BST-15304,11222,5948,1,Mechanical Service,Drive Overhaul,Spot Order
BST-10258,10257,5815,7,Process Optimization,Scrap Reduction,Spot Order
BST-12854,8737,2411,4,Electrical & Automation,Control Panel Service,Annual Contract
BST-14347,3648,884,11,Electrical & Automation,Drive Tuning,Framework Agreement
BST-10858,62572,-6985,11,Mechanical Service,Line Inspection,Annual Contract
BST-12076,31530,18714,20,Electrical & Automation,HMI Replacement,EMI Finance
BST-16897,82465,7954,4,Electrical & Automation,PLC Upgrade,Annual Contract
BST-18619,49965,-1834,3,Mechanical Service,Line Inspection,Spot Order
BST-11862,7681,-372,14,Mechanical Service,Oven Maintenance,Annual Contract
BST-11041,73803,-21978,13,Mechanical Service,Line Inspection,Warranty
BST-17802,54384,-6356,20,Mechanical Service,Frame Repair,EMI Finance
BST-17344,50821,5804,14,Mechanical Service,Oven Maintenance,EMI Finance
BST-15931,45014,13545,1,Process Optimization,OEE Consulting,Warranty
BST-18408,77545,-12214,4,Process Optimization,Yield Improvement,Annual Contract
BST-19726,78210,34366,7,Process Optimization,OEE Consulting,EMI Finance
BST-11786,34091,183,16,Mechanical Service,Frame Repair,EMI Finance
BST-17405,32370,-6873,2,Electrical & Automation,Sensor Calibration,Annual Contract
BST-18254,77114,6620,12,Mechanical Service,Drive Overhaul,Framework Agreement
BST-13629,19587,-3968,10,Process Optimization,Throughput Analysis,EMI Finance
BST-10710,48843,30295,17,Electrical & Automation,Control Panel Service,EMI Finance
BST-18543,8012,-902,18,Process Optimization,Line Balancing,Annual Contract
BST-14941,26112,16359,7,Electrical & Automation,Control Panel Service,Annual Contract
BST-17504,62854,21670,15,Electrical & Automation,Sensor Calibration,EMI Finance
BST-10510,76313,16491,11,Process Optimization,Yield Improvement,EMI Finance
BST-10996,43572,-8179,15,Electrical & Automation,Drive Tuning,Annual Contract
BST-17847,984,284,8,Electrical & Automation,Sensor Calibration,Warranty
BST-16580,31828,4161,11,Process Optimization,Line Balancing,Warranty
BST-16984,24649,11735,1,Mechanical Service,Oven Maintenance,Framework Agreement
BST-11768,47408,-15169,4,Mechanical Service,Line Inspection,Spot Order
BST-18032,25980,7309,12,Electrical & Automation,Drive Tuning,Annual Contract
BST-17267,26429,-1741,8,Mechanical Service,Roll Replacement,Framework Agreement
BST-11204,45040,22408,8,Process Optimization,Line Balancing,Spot Order
BST-11323,23578,11621,4,Mechanical Service,Line Inspection,Annual Contract
BST-15277,50166,15294,4,Process Optimization,Line Balancing,Framework Agreement
BST-19966,60295,-6623,12,Mechanical Service,Drive Overhaul,Spot Order
BST-12430,57348,30301,3,Process Optimization,Throughput Analysis,Annual Contract
BST-11076,25356,-4014,13,Mechanical Service,Roll Replacement,Framework Agreement
BST-12067,56800,35612,8,Electrical & Automation,HMI Replacement,Annual Contract
BST-14505,25285,12754,10,Process Optimization,Throughput Analysis,Spot Order
BST-19590,7480,2090,9,Electrical & Automation,Sensor Calibration,Spot Order
BST-18984,64592,-9092,3,Process Optimization,Throughput Analysis,Warranty
BST-15327,9003,-1643,13,Process Optimization,Throughput Analysis,EMI Finance
BST-16240,68512,7828,11,Electrical & Automation,Drive Tuning,Framework Agreement
BST-19787,65353,8087,19,Process Optimization,Scrap Reduction,Warranty
BST-18692,5297,-756,7,Process Optimization,Throughput Analysis,Warranty
BST-14831,29151,-1282,13,Mechanical Service,Oven Maintenance,EMI Finance
BST-17433,33861,6790,5,Mechanical Service,Drive Overhaul,Annual Contract
BST-18282,68502,107,19,Electrical & Automation,Drive Tuning,Annual Contract
BST-19919,81912,-1116,15,Electrical & Automation,HMI Replacement,Warranty
BST-17048,48670,22120,11,Electrical & Automation,Drive Tuning,Framework Agreement
BST-11624,24036,2203,9,Electrical & Automation,PLC Upgrade,Annual Contract
BST-11874,39103,19262,17,Electrical & Automation,PLC Upgrade,EMI Finance
BST-19033,36731,21179,4,Process Optimization,OEE Consulting,Annual Contract
BST-13522,5517,1081,11,Mechanical Service,Drive Overhaul,Spot Order
BST-17046,33271,-1573,9,Process Optimization,Yield Improvement,Spot Order
BST-17398,18570,12040,18,Process Optimization,Throughput Analysis,Framework Agreement
BST-13743,37442,17684,13,Mechanical Service,Drive Overhaul,Warranty
BST-16779,62366,18964,5,Process Optimization,OEE Consulting,Warranty
BST-15553,28008,3485,17,Mechanical Service,Roll Replacement,EMI Finance
BST-17430,60976,-569,3,Process Optimization,Scrap Reduction,Framework Agreement
BST-16532,55247,-7757,15,Mechanical Service,Oven Maintenance,EMI Finance
BST-16815,18712,4257,5,Mechanical Service,Drive Overhaul,Framework Agreement
BST-11557,66009,30390,12,Process Optimization,OEE Consulting,Framework Agreement
BST-15120,56299,18903,13,Mechanical Service,Oven Maintenance,EMI Finance
BST-16992,77433,-25302,2,Electrical & Automation,Control Panel Service,Spot Order
BST-15120,74973,20980,20,Mechanical Service,Drive Overhaul,EMI Finance
BST-14176,50480,-7359,13,Process Optimization,Scrap Reduction,Annual Contract
BST-16132,25185,3142,11,Process Optimization,Scrap Reduction,EMI Finance
BST-12500,12721,-2271,18,Electrical & Automation,Control Panel Service,Spot Order
BST-17770,64543,-20857,7,Mechanical Service,Frame Repair,Annual Contract
BST-11099,27486,-3214,17,Electrical & Automation,Control Panel Service,Annual Contract
BST-11494,48819,8227,6,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-11398,21082,13483,5,Electrical & Automation,Drive Tuning,EMI Finance
BST-11527,9512,370,7,Electrical & Automation,Drive Tuning,Spot Order
BST-17075,57149,26739,16,Mechanical Service,Drive Overhaul,Spot Order
BST-11582,41173,9778,17,Process Optimization,Throughput Analysis,Warranty
BST-16105,1475,945,15,Electrical & Automation,Sensor Calibration,Annual Contract
BST-12131,32853,5777,19,Electrical & Automation,HMI Replacement,Warranty
BST-19115,76014,-23633,3,Electrical & Automation,Drive Tuning,Framework Agreement
BST-10982,45953,16098,10,Process Optimization,Scrap Reduction,Warranty
BST-19608,54901,-5537,20,Process Optimization,Line Balancing,Warranty
BST-19201,24544,8554,4,Electrical & Automation,Drive Tuning,Warranty
BST-19202,31917,17092,6,Process Optimization,OEE Consulting,Framework Agreement
BST-15400,38758,12272,3,Process Optimization,Throughput Analysis,Spot Order
BST-12002,72959,-16690,12,Electrical & Automation,Drive Tuning,Annual Contract
BST-16730,43231,2598,6,Mechanical Service,Frame Repair,Framework Agreement
BST-15793,6350,712,3,Mechanical Service,Frame Repair,Warranty
BST-16929,52842,26726,13,Electrical & Automation,Control Panel Service,Annual Contract
BST-10842,15531,5577,5,Mechanical Service,Drive Overhaul,Framework Agreement
BST-14712,64038,7131,3,Process Optimization,Scrap Reduction,EMI Finance
BST-19837,57873,-12138,9,Process Optimization,Line Balancing,Spot Order
BST-15119,80059,-19973,10,Mechanical Service,Line Inspection,Annual Contract
BST-15761,22579,-6150,1,Process Optimization,Scrap Reduction,Framework Agreement
BST-11697,47435,-8161,2,Mechanical Service,Oven Maintenance,EMI Finance
BST-19468,6759,3288,17,Mechanical Service,Oven Maintenance,Annual Contract
BST-18313,58694,-17466,1,Electrical & Automation,Control Panel Service,Annual Contract
BST-13485,33228,818,8,Electrical & Automation,Sensor Calibration,Spot Order
BST-12535,55770,-17961,1,Mechanical Service,Line Inspection,Framework Agreement
BST-17900,29410,17903,4,Mechanical Service,Line Inspection,Spot Order
BST-13674,6268,411,4,Process Optimization,Line Balancing,Framework Agreement
BST-11773,82654,-13262,7,Electrical & Automation,HMI Replacement,EMI Finance
BST-15736,16334,-1920,4,Electrical & Automation,Drive Tuning,Framework Agreement
BST-19113,2465,128,11,Electrical & Automation,Sensor Calibration,Annual Contract
BST-16022,60632,-7876,9,Electrical & Automation,Sensor Calibration,EMI Finance
BST-11882,9325,4993,14,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-14564,13844,5018,19,Process Optimization,Scrap Reduction,Spot Order
BST-19406,79125,-2029,13,Electrical & Automation,PLC Upgrade,Spot Order
BST-13705,83777,34492,11,Electrical & Automation,Sensor Calibration,Warranty
BST-17030,2813,727,19,Mechanical Service,Drive Overhaul,Warranty
BST-19190,84463,33093,17,Electrical & Automation,HMI Replacement,EMI Finance
BST-19121,30988,-10188,4,Process Optimization,OEE Consulting,Framework Agreement
BST-10430,32422,8746,2,Mechanical Service,Oven Maintenance,Spot Order
BST-19977,39377,-5827,13,Electrical & Automation,Drive Tuning,Spot Order
BST-14381,31703,18178,20,Process Optimization,OEE Consulting,Warranty
BST-10474,18098,-1300,2,Process Optimization,Yield Improvement,EMI Finance
BST-12955,3605,-436,11,Electrical & Automation,Control Panel Service,Framework Agreement
BST-14477,71188,-21066,8,Mechanical Service,Roll Replacement,Spot Order
BST-15062,68850,-1952,15,Process Optimization,Scrap Reduction,Annual Contract
BST-15567,9673,5839,2,Mechanical Service,Oven Maintenance,Spot Order
BST-15751,12527,-2208,18,Mechanical Service,Roll Replacement,Spot Order
BST-10100,10745,819,15,Mechanical Service,Frame Repair,Framework Agreement
BST-12972,32602,2413,20,Mechanical Service,Roll Replacement,Spot Order
BST-12347,76052,7473,7,Electrical & Automation,Control Panel Service,Framework Agreement
BST-19278,47631,2297,6,Electrical & Automation,PLC Upgrade,Warranty
BST-16566,66729,17309,14,Electrical & Automation,Drive Tuning,Spot Order
BST-11140,50493,3908,3,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-12324,20527,4163,6,Process Optimization,Throughput Analysis,Framework Agreement
BST-10502,40588,4205,13,Electrical & Automation,Drive Tuning,EMI Finance
BST-11503,9929,-166,16,Process Optimization,Scrap Reduction,Spot Order
BST-18691,1047,-353,17,Mechanical Service,Roll Replacement,Framework Agreement
BST-13524,55002,32466,12,Electrical & Automation,Drive Tuning,Warranty
BST-16163,84523,53885,3,Electrical & Automation,Control Panel Service,Warranty
BST-16878,50939,29653,6,Mechanical Service,Line Inspection,Spot Order
BST-17432,46188,7371,16,Electrical & Automation,Control Panel Service,Framework Agreement
BST-15585,51006,29405,8,Process Optimization,OEE Consulting,Spot Order
BST-12578,47871,13449,1,Electrical & Automation,PLC Upgrade,Spot Order
BST-16062,60199,35774,5,Electrical & Automation,HMI Replacement,Framework Agreement
BST-15105,76304,45918,6,Mechanical Service,Frame Repair,Annual Contract
BST-15314,84962,30723,13,Mechanical Service,Line Inspection,Warranty
BST-19299,11031,1859,7,Process Optimization,Throughput Analysis,Warranty
BST-19768,33644,11500,17,Mechanical Service,Oven Maintenance,EMI Finance
BST-11391,77318,-3248,14,Process Optimization,Scrap Reduction,Annual Contract
BST-10861,45640,21187,9,Mechanical Service,Frame Repair,Spot Order
BST-12549,40883,-14046,6,Process Optimization,Scrap Reduction,Warranty
BST-12579,9654,4090,14,Mechanical Service,Line Inspection,EMI Finance
BST-10815,56985,-10221,12,Electrical & Automation,Control Panel Service,Spot Order
BST-11336,26454,3610,17,Process Optimization,Line Balancing,Annual Contract
BST-14458,28362,-4661,2,Electrical & Automation,HMI Replacement,Spot Order
BST-17259,54081,4906,20,Mechanical Service,Drive Overhaul,Annual Contract
BST-16947,10960,-623,13,Process Optimization,Line Balancing,Annual Contract
BST-17957,45346,-14525,8,Electrical & Automation,PLC Upgrade,Warranty
BST-19946,1746,-504,1,Electrical & Automation,PLC Upgrade,EMI Finance
BST-17242,28165,4853,1,Mechanical Service,Line Inspection,Warranty
BST-16785,35343,20574,16,Process Optimization,Throughput Analysis,Framework Agreement
BST-14475,44612,927,11,Process Optimization,Scrap Reduction,Framework Agreement
BST-13531,52728,1499,2,Mechanical Service,Drive Overhaul,Framework Agreement
BST-18394,904,96,13,Electrical & Automation,PLC Upgrade,Spot Order
BST-11864,16608,8619,9,Mechanical Service,Frame Repair,Spot Order
BST-15655,81548,27415,16,Electrical & Automation,Drive Tuning,EMI Finance
BST-17043,910,578,11,Electrical & Automation,Sensor Calibration,Annual Contract
BST-11816,6497,4025,11,Process Optimization,Yield Improvement,Warranty
BST-14640,64009,3211,20,Mechanical Service,Frame Repair,Annual Contract
BST-19717,62906,40063,4,Electrical & Automation,Drive Tuning,Warranty
BST-17972,26069,9435,17,Electrical & Automation,HMI Replacement,EMI Finance
BST-18633,4660,-1035,3,Process Optimization,Throughput Analysis,Framework Agreement
BST-15053,61684,-11223,15,Process Optimization,Throughput Analysis,Annual Contract
BST-10744,32075,-3420,6,Electrical & Automation,HMI Replacement,Annual Contract
BST-13612,4330,-821,11,Mechanical Service,Oven Maintenance,Warranty
BST-16475,34267,10826,4,Electrical & Automation,Sensor Calibration,Spot Order
BST-19819,12354,5504,11,Process Optimization,Scrap Reduction,Spot Order
BST-10897,8976,2638,13,Process Optimization,Throughput Analysis,Warranty
BST-10125,57773,26485,8,Process Optimization,Throughput Analysis,Framework Agreement
BST-13349,11992,-2861,11,Mechanical Service,Drive Overhaul,EMI Finance
BST-14938,75583,1340,11,Mechanical Service,Line Inspection,Warranty
BST-13460,41237,-11881,18,Process Optimization,OEE Consulting,Spot Order
BST-12248,42396,17860,5,Electrical & Automation,Drive Tuning,EMI Finance
BST-14186,77934,-9964,13,Process Optimization,Throughput Analysis,Annual Contract
BST-14742,41909,-8603,10,Process Optimization,Scrap Reduction,Spot Order
BST-15375,19823,4984,5,Electrical & Automation,Drive Tuning,Annual Contract
BST-11965,40987,6245,4,Process Optimization,Yield Improvement,Framework Agreement
BST-10126,63189,17760,7,Process Optimization,Throughput Analysis,Warranty
BST-18149,8208,5180,11,Electrical & Automation,Drive Tuning,Spot Order
BST-17055,30000,10512,2,Process Optimization,Line Balancing,Spot Order
BST-12878,39703,25187,6,Electrical & Automation,Drive Tuning,Annual Contract
BST-12116,44725,3239,16,Process Optimization,Scrap Reduction,Framework Agreement
BST-16229,9914,1763,10,Electrical & Automation,Drive Tuning,Framework Agreement
BST-18725,72328,3165,5,Process Optimization,Line Balancing,Framework Agreement
BST-13770,40355,4339,6,Process Optimization,OEE Consulting,EMI Finance
BST-18196,63734,-3755,5,Mechanical Service,Oven Maintenance,Spot Order
BST-19154,1697,20,19,Mechanical Service,Roll Replacement,Annual Contract
BST-15802,49855,29932,14,Process Optimization,Line Balancing,Spot Order
BST-11180,47107,29402,6,Mechanical Service,Line Inspection,Annual Contract
BST-16505,44866,10920,5,Mechanical Service,Frame Repair,Warranty
BST-10693,16071,-1754,16,Mechanical Service,Line Inspection,Framework Agreement
BST-17147,23108,6997,13,Process Optimization,Throughput Analysis,Annual Contract
BST-10307,36573,10325,15,Electrical & Automation,Drive Tuning,Framework Agreement
BST-17532,15786,-4220,16,Mechanical Service,Line Inspection,EMI Finance
BST-11275,77419,17263,19,Mechanical Service,Line Inspection,Warranty
BST-15129,78209,-13209,16,Electrical & Automation,PLC Upgrade,Warranty
BST-19433,16914,-4237,3,Electrical & Automation,HMI Replacement,EMI Finance
BST-17033,3088,135,18,Mechanical Service,Oven Maintenance,EMI Finance
BST-19394,68513,33375,18,Electrical & Automation,PLC Upgrade,Annual Contract
BST-16626,24180,12380,6,Mechanical Service,Line Inspection,Annual Contract
BST-16843,41695,-9462,5,Process Optimization,Scrap Reduction,EMI Finance
BST-14743,12010,2552,2,Mechanical Service,Roll Replacement,Annual Contract
BST-11887,39635,537,18,Mechanical Service,Frame Repair,Spot Order
BST-16636,33050,-1632,17,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-10341,58816,-12359,16,Process Optimization,Throughput Analysis,Framework Agreement
BST-15321,79952,15047,7,Process Optimization,Yield Improvement,Annual Contract
BST-12815,31577,-9892,5,Process Optimization,OEE Consulting,Framework Agreement
BST-17538,79424,16049,19,Mechanical Service,Roll Replacement,Framework Agreement
BST-15928,82067,5910,18,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-11443,21906,1096,3,Electrical & Automation,Drive Tuning,Framework Agreement
BST-17155,19275,3583,3,Process Optimization,Scrap Reduction,Framework Agreement
BST-11734,49277,10527,17,Process Optimization,Line Balancing,EMI Finance
BST-13986,20618,-693,14,Mechanical Service,Oven Maintenance,Warranty
BST-17138,32940,-8975,4,Mechanical Service,Frame Repair,EMI Finance
BST-19648,53817,-15286,3,Mechanical Service,Frame Repair,Framework Agreement
BST-16560,19679,10210,8,Electrical & Automation,Control Panel Service,Framework Agreement
BST-18584,49934,31432,8,Mechanical Service,Line Inspection,Warranty
BST-11288,23533,4153,10,Mechanical Service,Line Inspection,EMI Finance
BST-16484,69831,-76,19,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-15083,80121,-20105,2,Process Optimization,Yield Improvement,Spot Order
BST-15562,24181,-116,18,Electrical & Automation,Drive Tuning,EMI Finance
BST-13630,63003,15266,9,Process Optimization,Scrap Reduction,Annual Contract
BST-15456,20880,6421,5,Process Optimization,Throughput Analysis,Warranty
BST-12754,7429,4222,12,Process Optimization,Yield Improvement,Spot Order
BST-11251,55320,19737,6,Process Optimization,Throughput Analysis,Warranty
BST-18363,66328,-4190,14,Electrical & Automation,Drive Tuning,EMI Finance
BST-11868,40501,11568,3,Process Optimization,Line Balancing,Framework Agreement
BST-18693,12314,3505,3,Electrical & Automation,Control Panel Service,Spot Order
BST-18355,75907,-22209,10,Mechanical Service,Roll Replacement,EMI Finance
BST-13176,56072,18337,5,Electrical & Automation,PLC Upgrade,Warranty
BST-15724,70283,24450,13,Electrical & Automation,HMI Replacement,Annual Contract
BST-15752,1455,529,18,Process Optimization,Line Balancing,Framework Agreement
BST-12419,80348,-24718,15,Mechanical Service,Frame Repair,Spot Order
BST-13871,30000,-5255,12,Process Optimization,Throughput Analysis,Spot Order
BST-11684,7172,521,13,Process Optimization,Yield Improvement,Spot Order
BST-12399,44796,25266,8,Electrical & Automation,PLC Upgrade,EMI Finance
BST-14193,39713,5286,9,Mechanical Service,Drive Overhaul,Spot Order
BST-13232,52092,-6904,10,Mechanical Service,Frame Repair,EMI Finance
BST-12842,81469,40600,2,Mechanical Service,Oven Maintenance,Framework Agreement
BST-19869,60839,-1304,12,Mechanical Service,Frame Repair,Annual Contract
BST-12504,24900,1296,1,Mechanical Service,Drive Overhaul,Annual Contract
BST-11234,26392,-7000,17,Electrical & Automation,Drive Tuning,Spot Order
BST-12902,64386,-22090,9,Electrical & Automation,PLC Upgrade,Spot Order
BST-18095,49561,-2513,14,Electrical & Automation,Drive Tuning,Spot Order
BST-17601,14746,9428,15,Process Optimization,Yield Improvement,Spot Order
BST-19236,57380,-19749,7,Mechanical Service,Drive Overhaul,Annual Contract
BST-19494,5776,-1249,14,Mechanical Service,Drive Overhaul,Framework Agreement
